bgc_id	compound	tax_id	strain	species	genus	family	order	class	phylum	clade	superkingdom	species group	section	suborder	subclass	subphylum	subkingdom	kingdom	subgenus	subspecies	species subgroup	subfamily	varietas	serotype	tribe	subtribe
BGC0000711	neomycin	1906		Streptomyces fradiae	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000712	paromomycin	92743		Streptomyces paromomycinus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000713	ribostamycin	80859		Streptomyces ribosidificus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000714	sisomicin	47866		Micromonospora inyonensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000715	actinospectacin	68270		Streptomyces spectabilis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000716	spectinomycin	55404		Streptomyces netropsis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000719	tobramycin	2017		Streptoalloteichus hindustanus	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000720	tobramycin	1933		Streptoalloteichus tenebrarius	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000721	tobramycin	1933		Streptoalloteichus tenebrarius	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000722	validamycin A	311982		Streptomyces hygroscopicus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces violaceusniger group								Streptomyces hygroscopicus subsp. jinggangensis						
BGC0000724	streptomycin	455632	Streptomyces griseus subsp. griseus NBRC 13350	Streptomyces griseus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Streptomyces griseus group								Streptomyces griseus subsp. griseus	Streptomyces griseus subgroup					
BGC0000725	alginate	208964	Pseudomonas aeruginosa PAO1	Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas aeruginosa group														
BGC0000727	indigoidine	1894		Kitasatospora aureofaciens	Kitasatospora	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000728	capsular polysaccharide	574		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Klebsiella pneumoniae subsp. ozaenae						
BGC0000729	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000730	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000731	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000732	capsular polysaccharide	575		Raoultella planticola	Raoultella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000733	capsular polysaccharide	573		Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000734	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000735	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000736	capsular polysaccharide	75985		Mannheimia haemolytica	Mannheimia	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000737	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000738	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000739	capsular polysaccharide	747		Pasteurella multocida	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000740	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000741	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000742	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000743	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000744	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000745	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000746	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000747	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000748	capsular polysaccharide	1311		Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000749	capsular polysaccharide	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000751	capsular polysaccharide	715		Actinobacillus pleuropneumoniae	Actinobacillus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000752	capsular polysaccharide	754256	Actinobacillus pleuropneumoniae serovar 6 str. Femo	Actinobacillus pleuropneumoniae	Actinobacillus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000753	capsular polysaccharide	715		Actinobacillus pleuropneumoniae	Actinobacillus	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000754	capsular polysaccharide	728		Avibacterium paragallinarum	Avibacterium	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000755	capsular polysaccharide	1278971	Avibacterium paragallinarum 221	Avibacterium paragallinarum	Avibacterium	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000756	capsular polysaccharide	728		Avibacterium paragallinarum	Avibacterium	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000757	capsular polysaccharide	728		Avibacterium paragallinarum	Avibacterium	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000758	capsular polysaccharide	1280		Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000759	diutan polysaccharide	194870		Sphingomonas sp. ATCC 53159	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000760	emulsan	1191460	Acinetobacter venetianus RAG-1 = CIP 110063	Acinetobacter venetianus	Acinetobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000761	exopolysaccharide	94001		Methylobacillus sp. 12S	Methylobacillus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria		Bacteria															
BGC0000762	exopolysaccharide	387		Rhizobium leguminosarum	Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000763	stewartan	660596	Pantoea stewartii subsp. stewartii DC283	Pantoea stewartii	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Pantoea stewartii subsp. stewartii						
BGC0000764	exopolysaccharide	1358		Lactococcus lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000765	exopolysaccharide	33959		Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000766	exopolysaccharide	33959		Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000767	exopolysaccharide	33959		Lactobacillus johnsonii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000768	gellan polysaccharide	1081640	Sphingomonas elodea ATCC 31461	Sphingomonas elodea	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000769	glycopeptidolipid	1160711	Mycobacterium avium subsp. hominissuis A5	Mycobacterium avium	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria	Mycobacterium avium complex (MAC)								Mycobacterium avium subsp. hominissuis						
BGC0000770	lipo-oligosaccharide	197		Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria		Bacteria					delta/epsilon subdivisions										
BGC0000772	lipopolysaccharide	29459		Brucella melitensis	Brucella	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000773	lipopolysaccharide	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000774	lipopolysaccharide	340		Xanthomonas campestris	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000775	lipopolysaccharide	446		Legionella pneumophila	Legionella	Legionellaceae	Legionellales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000776	lipopolysaccharide	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000777	lipopolysaccharide	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000778	lipopolysaccharide	600645		Aeromonas piscicola	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000779	lipopolysaccharide	600645		Aeromonas piscicola	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000780	O&K-antigen	670		Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria		Bacteria	Vibrio harveyi group														
BGC0000781	O-antigen	287		Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas aeruginosa group														
BGC0000782	O-antigen	884204	Burkholderia pseudomallei 1026b	Burkholderia pseudomallei	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0000783	O-antigen	64187		Xanthomonas oryzae	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000784	O-antigen	287		Pseudomonas aeruginosa	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria		Bacteria	Pseudomonas aeruginosa group														
BGC0000785	O-antigen	13373		Burkholderia mallei	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria		Bacteria	pseudomallei group														
BGC0000786	O-antigen	634503	Edwardsiella ictaluri 93-146	Edwardsiella ictaluri	Edwardsiella	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000787	O-antigen	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000788	O-antigen	297361		Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Salmonella enterica subsp. salamae						
BGC0000789	O-antigen	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000790	O-antigen	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000791	O-antigen	28141		Cronobacter sakazakii	Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000792	polysaccharide	474186	Enterococcus faecalis OG1RF	Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000793	lipopolysaccharide oligosaccharide	59203		Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria									Salmonella enterica subsp. arizonae						
BGC0000794	S-layer glycan	1422		Geobacillus stearothermophilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000795	S-layer glycan	143495		Aneurinibacillus thermoaerophilus	Aneurinibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000796	S-layer glycan	44250		Paenibacillus alvei	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000797	sphingan polysaccharide	46624		Sphingomonas sp. S88	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000798	dhurrin	4558		Sorghum bicolor	Sorghum	Poaceae	Poales	Magnoliopsida	Streptophyta	Embryophyta	Eukaryota				Petrosaviidae	Streptophytina		Viridiplantae				Panicoideae			Andropogoneae	Sorghinae
BGC0000799	colanic acid	562		Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000800	xanthan	339		Xanthomonas campestris	Xanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria		Bacteria															
BGC0000801	galactoglucan	382		Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000802	succinoglycan	382		Sinorhizobium meliloti	Sinorhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria		Bacteria															
BGC0000803	GG exopolysaccharide	568703	Lacticaseibacillus rhamnosus GG	Lacticaseibacillus rhamnosus	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Terrabacteria group	Bacteria															
BGC0000804	acarviostatin I03	1120227	Streptomyces coelicoflavus ZG0656	Streptomyces coelicoflavus	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000806	phosphonoglycans	1463821		Glycomyces sp. NRRL B-16210	Glycomyces	Glycomycetaceae	Glycomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000807	phosphonoglycans	446470	Stackebrandtia nassauensis DSM 44728	Stackebrandtia nassauensis	Stackebrandtia	Glycomycetaceae	Glycomycetales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000809	AT2433-A1	360723		Actinomadura melliaura	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000811	fumigaclavine C	330879	Aspergillus fumigatus Af293	Aspergillus fumigatus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Fumigati							
BGC0000812	huperzine A	665115		Shiraia sp. slf14	Shiraia	Shiraiaceae	Pleosporales	Dothideomycetes	Ascomycota	Opisthokonta	Eukaryota				Pleosporomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000813	K-252a	83682		Nonomuraea longicatena	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000814	K-252a	83682		Nonomuraea longicatena	Nonomuraea	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Terrabacteria group	Bacteria															
BGC0000815	loline	5050		Epichloe uncinata	Epichloe	Clavicipitaceae	Hypocreales	Sordariomycetes	Ascomycota	Opisthokonta	Eukaryota				Hypocreomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000816	malbrancheamide A	78605		Malbranchea aurantiaca	Malbranchea	Malbrancheaceae	Onygenales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
BGC0000817	methylarcyriarubin	77133		uncultured bacterium							Bacteria															
BGC0000818	notoamide A	46472		Aspergillus versicolor	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi	Aspergillus subgen. Nidulantes							
BGC0000819	paraherquamide	70095		Penicillium fellutanum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes	Ascomycota	Opisthokonta	Eukaryota				Eurotiomycetidae	Pezizomycotina	Dikarya	Fungi								
